[2025-09-10 14:40:08,334][__main__][INFO] - Using transform name 'random_number_of_words_50_characters_10_spread' for output filename
[2025-09-10 14:40:08,334][__main__][INFO] - Loading dataset from data/squad/squad.csv
[2025-09-10 14:40:08,334][__main__][INFO] - Output will be saved to: data/squad/squad_augmented_random_number_of_words_50_characters_10_spread.csv
[2025-09-10 14:40:08,334][__main__][WARNING] - Output file already exists and will be overwritten: data/squad/squad_augmented_random_number_of_words_50_characters_10_spread.csv
[2025-09-10 14:40:08,694][__main__][INFO] - Loaded dataset with 87599 rows and 9 columns
[2025-09-10 14:40:08,694][__main__][INFO] - Columns: ['id', 'title', 'context', 'question', 'answer', 'answer_start_char_idx', 'answer_end_char_idx', 'answer_start_word_idx', 'answer_end_word_idx']
[2025-09-10 14:40:08,694][__main__][INFO] - Instantiating transformer from configuration
[2025-09-10 14:40:08,696][__main__][INFO] - Created transformer: RandomSequenceTransformation
[2025-09-10 14:40:08,696][__main__][INFO] - Transforming 87599 rows in 'context' column
[2025-09-10 14:40:08,720][__main__][INFO] - Processed 100/87599 contexts, generated 100 transformations so far
[2025-09-10 14:40:08,733][__main__][INFO] - Processed 200/87599 contexts, generated 200 transformations so far
[2025-09-10 14:40:08,747][__main__][INFO] - Processed 300/87599 contexts, generated 300 transformations so far
[2025-09-10 14:40:08,760][__main__][INFO] - Processed 400/87599 contexts, generated 400 transformations so far
[2025-09-10 14:40:08,773][__main__][INFO] - Processed 500/87599 contexts, generated 500 transformations so far
[2025-09-10 14:40:08,786][__main__][INFO] - Processed 600/87599 contexts, generated 600 transformations so far
[2025-09-10 14:40:08,799][__main__][INFO] - Processed 700/87599 contexts, generated 700 transformations so far
[2025-09-10 14:40:08,812][__main__][INFO] - Processed 800/87599 contexts, generated 800 transformations so far
[2025-09-10 14:40:08,825][__main__][INFO] - Processed 900/87599 contexts, generated 900 transformations so far
[2025-09-10 14:40:08,838][__main__][INFO] - Processed 1000/87599 contexts, generated 1000 transformations so far
[2025-09-10 14:40:08,852][__main__][INFO] - Processed 1100/87599 contexts, generated 1100 transformations so far
[2025-09-10 14:40:08,864][__main__][INFO] - Processed 1200/87599 contexts, generated 1200 transformations so far
[2025-09-10 14:40:08,878][__main__][INFO] - Processed 1300/87599 contexts, generated 1300 transformations so far
[2025-09-10 14:40:08,890][__main__][INFO] - Processed 1400/87599 contexts, generated 1400 transformations so far
[2025-09-10 14:40:08,903][__main__][INFO] - Processed 1500/87599 contexts, generated 1500 transformations so far
[2025-09-10 14:40:08,916][__main__][INFO] - Processed 1600/87599 contexts, generated 1600 transformations so far
[2025-09-10 14:40:08,929][__main__][INFO] - Processed 1700/87599 contexts, generated 1700 transformations so far
[2025-09-10 14:40:08,942][__main__][INFO] - Processed 1800/87599 contexts, generated 1800 transformations so far
[2025-09-10 14:40:08,956][__main__][INFO] - Processed 1900/87599 contexts, generated 1900 transformations so far
[2025-09-10 14:40:08,969][__main__][INFO] - Processed 2000/87599 contexts, generated 2000 transformations so far
[2025-09-10 14:40:08,982][__main__][INFO] - Processed 2100/87599 contexts, generated 2100 transformations so far
[2025-09-10 14:40:08,994][__main__][INFO] - Processed 2200/87599 contexts, generated 2200 transformations so far
[2025-09-10 14:40:09,007][__main__][INFO] - Processed 2300/87599 contexts, generated 2300 transformations so far
[2025-09-10 14:40:09,021][__main__][INFO] - Processed 2400/87599 contexts, generated 2400 transformations so far
[2025-09-10 14:40:09,034][__main__][INFO] - Processed 2500/87599 contexts, generated 2500 transformations so far
[2025-09-10 14:40:09,046][__main__][INFO] - Processed 2600/87599 contexts, generated 2600 transformations so far
[2025-09-10 14:40:09,059][__main__][INFO] - Processed 2700/87599 contexts, generated 2700 transformations so far
[2025-09-10 14:40:09,072][__main__][INFO] - Processed 2800/87599 contexts, generated 2800 transformations so far
[2025-09-10 14:40:09,085][__main__][INFO] - Processed 2900/87599 contexts, generated 2900 transformations so far
[2025-09-10 14:40:09,111][__main__][INFO] - Processed 3000/87599 contexts, generated 3000 transformations so far
[2025-09-10 14:40:09,124][__main__][INFO] - Processed 3100/87599 contexts, generated 3100 transformations so far
[2025-09-10 14:40:09,137][__main__][INFO] - Processed 3200/87599 contexts, generated 3200 transformations so far
[2025-09-10 14:40:09,149][__main__][INFO] - Processed 3300/87599 contexts, generated 3300 transformations so far
[2025-09-10 14:40:09,162][__main__][INFO] - Processed 3400/87599 contexts, generated 3400 transformations so far
[2025-09-10 14:40:09,175][__main__][INFO] - Processed 3500/87599 contexts, generated 3500 transformations so far
[2025-09-10 14:40:09,225][__main__][INFO] - Processed 3600/87599 contexts, generated 3600 transformations so far
[2025-09-10 14:40:09,245][__main__][INFO] - Processed 3700/87599 contexts, generated 3700 transformations so far
[2025-09-10 14:40:09,259][__main__][INFO] - Processed 3800/87599 contexts, generated 3800 transformations so far
[2025-09-10 14:40:09,272][__main__][INFO] - Processed 3900/87599 contexts, generated 3900 transformations so far
[2025-09-10 14:40:09,285][__main__][INFO] - Processed 4000/87599 contexts, generated 4000 transformations so far
[2025-09-10 14:40:09,298][__main__][INFO] - Processed 4100/87599 contexts, generated 4100 transformations so far
[2025-09-10 14:40:09,311][__main__][INFO] - Processed 4200/87599 contexts, generated 4200 transformations so far
[2025-09-10 14:40:09,323][__main__][INFO] - Processed 4300/87599 contexts, generated 4300 transformations so far
[2025-09-10 14:40:09,336][__main__][INFO] - Processed 4400/87599 contexts, generated 4400 transformations so far
[2025-09-10 14:40:09,349][__main__][INFO] - Processed 4500/87599 contexts, generated 4500 transformations so far
[2025-09-10 14:40:09,362][__main__][INFO] - Processed 4600/87599 contexts, generated 4600 transformations so far
[2025-09-10 14:40:09,375][__main__][INFO] - Processed 4700/87599 contexts, generated 4700 transformations so far
[2025-09-10 14:40:09,388][__main__][INFO] - Processed 4800/87599 contexts, generated 4800 transformations so far
[2025-09-10 14:40:09,400][__main__][INFO] - Processed 4900/87599 contexts, generated 4900 transformations so far
[2025-09-10 14:40:09,413][__main__][INFO] - Processed 5000/87599 contexts, generated 5000 transformations so far
[2025-09-10 14:40:09,426][__main__][INFO] - Processed 5100/87599 contexts, generated 5100 transformations so far
[2025-09-10 14:40:09,439][__main__][INFO] - Processed 5200/87599 contexts, generated 5200 transformations so far
[2025-09-10 14:40:09,452][__main__][INFO] - Processed 5300/87599 contexts, generated 5300 transformations so far
[2025-09-10 14:40:09,465][__main__][INFO] - Processed 5400/87599 contexts, generated 5400 transformations so far
[2025-09-10 14:40:09,477][__main__][INFO] - Processed 5500/87599 contexts, generated 5500 transformations so far
[2025-09-10 14:40:09,490][__main__][INFO] - Processed 5600/87599 contexts, generated 5600 transformations so far
[2025-09-10 14:40:09,503][__main__][INFO] - Processed 5700/87599 contexts, generated 5700 transformations so far
[2025-09-10 14:40:09,516][__main__][INFO] - Processed 5800/87599 contexts, generated 5800 transformations so far
[2025-09-10 14:40:09,529][__main__][INFO] - Processed 5900/87599 contexts, generated 5900 transformations so far
[2025-09-10 14:40:09,542][__main__][INFO] - Processed 6000/87599 contexts, generated 6000 transformations so far
[2025-09-10 14:40:09,555][__main__][INFO] - Processed 6100/87599 contexts, generated 6100 transformations so far
[2025-09-10 14:40:09,568][__main__][INFO] - Processed 6200/87599 contexts, generated 6200 transformations so far
[2025-09-10 14:40:09,581][__main__][INFO] - Processed 6300/87599 contexts, generated 6300 transformations so far
[2025-09-10 14:40:09,594][__main__][INFO] - Processed 6400/87599 contexts, generated 6400 transformations so far
[2025-09-10 14:40:09,606][__main__][INFO] - Processed 6500/87599 contexts, generated 6500 transformations so far
[2025-09-10 14:40:09,619][__main__][INFO] - Processed 6600/87599 contexts, generated 6600 transformations so far
[2025-09-10 14:40:09,632][__main__][INFO] - Processed 6700/87599 contexts, generated 6700 transformations so far
[2025-09-10 14:40:09,644][__main__][INFO] - Processed 6800/87599 contexts, generated 6800 transformations so far
[2025-09-10 14:40:09,657][__main__][INFO] - Processed 6900/87599 contexts, generated 6900 transformations so far
[2025-09-10 14:40:09,670][__main__][INFO] - Processed 7000/87599 contexts, generated 7000 transformations so far
[2025-09-10 14:40:09,683][__main__][INFO] - Processed 7100/87599 contexts, generated 7100 transformations so far
[2025-09-10 14:40:09,696][__main__][INFO] - Processed 7200/87599 contexts, generated 7200 transformations so far
[2025-09-10 14:40:09,708][__main__][INFO] - Processed 7300/87599 contexts, generated 7300 transformations so far
[2025-09-10 14:40:09,721][__main__][INFO] - Processed 7400/87599 contexts, generated 7400 transformations so far
[2025-09-10 14:40:09,733][__main__][INFO] - Processed 7500/87599 contexts, generated 7500 transformations so far
[2025-09-10 14:40:09,746][__main__][INFO] - Processed 7600/87599 contexts, generated 7600 transformations so far
[2025-09-10 14:40:09,759][__main__][INFO] - Processed 7700/87599 contexts, generated 7700 transformations so far
[2025-09-10 14:40:09,772][__main__][INFO] - Processed 7800/87599 contexts, generated 7800 transformations so far
[2025-09-10 14:40:09,785][__main__][INFO] - Processed 7900/87599 contexts, generated 7900 transformations so far
[2025-09-10 14:40:09,798][__main__][INFO] - Processed 8000/87599 contexts, generated 8000 transformations so far
[2025-09-10 14:40:09,812][__main__][INFO] - Processed 8100/87599 contexts, generated 8100 transformations so far
[2025-09-10 14:40:09,825][__main__][INFO] - Processed 8200/87599 contexts, generated 8200 transformations so far
[2025-09-10 14:40:09,838][__main__][INFO] - Processed 8300/87599 contexts, generated 8300 transformations so far
[2025-09-10 14:40:09,852][__main__][INFO] - Processed 8400/87599 contexts, generated 8400 transformations so far
[2025-09-10 14:40:09,865][__main__][INFO] - Processed 8500/87599 contexts, generated 8500 transformations so far
[2025-09-10 14:40:09,879][__main__][INFO] - Processed 8600/87599 contexts, generated 8600 transformations so far
[2025-09-10 14:40:09,910][__main__][INFO] - Processed 8700/87599 contexts, generated 8700 transformations so far
[2025-09-10 14:40:09,923][__main__][INFO] - Processed 8800/87599 contexts, generated 8800 transformations so far
[2025-09-10 14:40:09,937][__main__][INFO] - Processed 8900/87599 contexts, generated 8900 transformations so far
[2025-09-10 14:40:09,950][__main__][INFO] - Processed 9000/87599 contexts, generated 9000 transformations so far
[2025-09-10 14:40:09,963][__main__][INFO] - Processed 9100/87599 contexts, generated 9100 transformations so far
[2025-09-10 14:40:09,977][__main__][INFO] - Processed 9200/87599 contexts, generated 9200 transformations so far
[2025-09-10 14:40:09,990][__main__][INFO] - Processed 9300/87599 contexts, generated 9300 transformations so far
[2025-09-10 14:40:10,003][__main__][INFO] - Processed 9400/87599 contexts, generated 9400 transformations so far
[2025-09-10 14:40:10,016][__main__][INFO] - Processed 9500/87599 contexts, generated 9500 transformations so far
[2025-09-10 14:40:10,029][__main__][INFO] - Processed 9600/87599 contexts, generated 9600 transformations so far
[2025-09-10 14:40:10,042][__main__][INFO] - Processed 9700/87599 contexts, generated 9700 transformations so far
[2025-09-10 14:40:10,055][__main__][INFO] - Processed 9800/87599 contexts, generated 9800 transformations so far
[2025-09-10 14:40:10,068][__main__][INFO] - Processed 9900/87599 contexts, generated 9900 transformations so far
[2025-09-10 14:40:10,081][__main__][INFO] - Processed 10000/87599 contexts, generated 10000 transformations so far
[2025-09-10 14:40:10,094][__main__][INFO] - Processed 10100/87599 contexts, generated 10100 transformations so far
[2025-09-10 14:40:10,106][__main__][INFO] - Processed 10200/87599 contexts, generated 10200 transformations so far
[2025-09-10 14:40:10,119][__main__][INFO] - Processed 10300/87599 contexts, generated 10300 transformations so far
[2025-09-10 14:40:10,132][__main__][INFO] - Processed 10400/87599 contexts, generated 10400 transformations so far
[2025-09-10 14:40:10,145][__main__][INFO] - Processed 10500/87599 contexts, generated 10500 transformations so far
[2025-09-10 14:40:10,158][__main__][INFO] - Processed 10600/87599 contexts, generated 10600 transformations so far
[2025-09-10 14:40:10,171][__main__][INFO] - Processed 10700/87599 contexts, generated 10700 transformations so far
[2025-09-10 14:40:10,184][__main__][INFO] - Processed 10800/87599 contexts, generated 10800 transformations so far
[2025-09-10 14:40:10,197][__main__][INFO] - Processed 10900/87599 contexts, generated 10900 transformations so far
[2025-09-10 14:40:10,210][__main__][INFO] - Processed 11000/87599 contexts, generated 11000 transformations so far
[2025-09-10 14:40:10,223][__main__][INFO] - Processed 11100/87599 contexts, generated 11100 transformations so far
[2025-09-10 14:40:10,235][__main__][INFO] - Processed 11200/87599 contexts, generated 11200 transformations so far
[2025-09-10 14:40:10,248][__main__][INFO] - Processed 11300/87599 contexts, generated 11300 transformations so far
[2025-09-10 14:40:10,262][__main__][INFO] - Processed 11400/87599 contexts, generated 11400 transformations so far
[2025-09-10 14:40:10,275][__main__][INFO] - Processed 11500/87599 contexts, generated 11500 transformations so far
[2025-09-10 14:40:10,288][__main__][INFO] - Processed 11600/87599 contexts, generated 11600 transformations so far
[2025-09-10 14:40:10,301][__main__][INFO] - Processed 11700/87599 contexts, generated 11700 transformations so far
[2025-09-10 14:40:10,314][__main__][INFO] - Processed 11800/87599 contexts, generated 11800 transformations so far
[2025-09-10 14:40:10,327][__main__][INFO] - Processed 11900/87599 contexts, generated 11900 transformations so far
[2025-09-10 14:40:10,340][__main__][INFO] - Processed 12000/87599 contexts, generated 12000 transformations so far
[2025-09-10 14:40:10,353][__main__][INFO] - Processed 12100/87599 contexts, generated 12100 transformations so far
[2025-09-10 14:40:10,367][__main__][INFO] - Processed 12200/87599 contexts, generated 12200 transformations so far
[2025-09-10 14:40:10,379][__main__][INFO] - Processed 12300/87599 contexts, generated 12300 transformations so far
[2025-09-10 14:40:10,393][__main__][INFO] - Processed 12400/87599 contexts, generated 12400 transformations so far
[2025-09-10 14:40:10,406][__main__][INFO] - Processed 12500/87599 contexts, generated 12500 transformations so far
[2025-09-10 14:40:10,418][__main__][INFO] - Processed 12600/87599 contexts, generated 12600 transformations so far
[2025-09-10 14:40:10,431][__main__][INFO] - Processed 12700/87599 contexts, generated 12700 transformations so far
[2025-09-10 14:40:10,444][__main__][INFO] - Processed 12800/87599 contexts, generated 12800 transformations so far
[2025-09-10 14:40:10,457][__main__][INFO] - Processed 12900/87599 contexts, generated 12900 transformations so far
[2025-09-10 14:40:10,470][__main__][INFO] - Processed 13000/87599 contexts, generated 13000 transformations so far
[2025-09-10 14:40:10,482][__main__][INFO] - Processed 13100/87599 contexts, generated 13100 transformations so far
[2025-09-10 14:40:10,495][__main__][INFO] - Processed 13200/87599 contexts, generated 13200 transformations so far
[2025-09-10 14:40:10,507][__main__][INFO] - Processed 13300/87599 contexts, generated 13300 transformations so far
[2025-09-10 14:40:10,521][__main__][INFO] - Processed 13400/87599 contexts, generated 13400 transformations so far
[2025-09-10 14:40:10,534][__main__][INFO] - Processed 13500/87599 contexts, generated 13500 transformations so far
[2025-09-10 14:40:10,546][__main__][INFO] - Processed 13600/87599 contexts, generated 13600 transformations so far
[2025-09-10 14:40:10,560][__main__][INFO] - Processed 13700/87599 contexts, generated 13700 transformations so far
[2025-09-10 14:40:10,573][__main__][INFO] - Processed 13800/87599 contexts, generated 13800 transformations so far
[2025-09-10 14:40:10,586][__main__][INFO] - Processed 13900/87599 contexts, generated 13900 transformations so far
[2025-09-10 14:40:10,599][__main__][INFO] - Processed 14000/87599 contexts, generated 14000 transformations so far
[2025-09-10 14:40:10,612][__main__][INFO] - Processed 14100/87599 contexts, generated 14100 transformations so far
[2025-09-10 14:40:10,625][__main__][INFO] - Processed 14200/87599 contexts, generated 14200 transformations so far
[2025-09-10 14:40:10,638][__main__][INFO] - Processed 14300/87599 contexts, generated 14300 transformations so far
[2025-09-10 14:40:10,651][__main__][INFO] - Processed 14400/87599 contexts, generated 14400 transformations so far
[2025-09-10 14:40:10,686][__main__][INFO] - Processed 14500/87599 contexts, generated 14500 transformations so far
[2025-09-10 14:40:10,699][__main__][INFO] - Processed 14600/87599 contexts, generated 14600 transformations so far
[2025-09-10 14:40:10,711][__main__][INFO] - Processed 14700/87599 contexts, generated 14700 transformations so far
[2025-09-10 14:40:10,724][__main__][INFO] - Processed 14800/87599 contexts, generated 14800 transformations so far
[2025-09-10 14:40:10,737][__main__][INFO] - Processed 14900/87599 contexts, generated 14900 transformations so far
[2025-09-10 14:40:10,749][__main__][INFO] - Processed 15000/87599 contexts, generated 15000 transformations so far
[2025-09-10 14:40:10,762][__main__][INFO] - Processed 15100/87599 contexts, generated 15100 transformations so far
[2025-09-10 14:40:10,775][__main__][INFO] - Processed 15200/87599 contexts, generated 15200 transformations so far
[2025-09-10 14:40:10,787][__main__][INFO] - Processed 15300/87599 contexts, generated 15300 transformations so far
[2025-09-10 14:40:10,800][__main__][INFO] - Processed 15400/87599 contexts, generated 15400 transformations so far
[2025-09-10 14:40:10,812][__main__][INFO] - Processed 15500/87599 contexts, generated 15500 transformations so far
[2025-09-10 14:40:10,825][__main__][INFO] - Processed 15600/87599 contexts, generated 15600 transformations so far
[2025-09-10 14:40:10,838][__main__][INFO] - Processed 15700/87599 contexts, generated 15700 transformations so far
[2025-09-10 14:40:10,850][__main__][INFO] - Processed 15800/87599 contexts, generated 15800 transformations so far
[2025-09-10 14:40:10,863][__main__][INFO] - Processed 15900/87599 contexts, generated 15900 transformations so far
[2025-09-10 14:40:10,876][__main__][INFO] - Processed 16000/87599 contexts, generated 16000 transformations so far
[2025-09-10 14:40:10,889][__main__][INFO] - Processed 16100/87599 contexts, generated 16100 transformations so far
[2025-09-10 14:40:10,902][__main__][INFO] - Processed 16200/87599 contexts, generated 16200 transformations so far
[2025-09-10 14:40:10,915][__main__][INFO] - Processed 16300/87599 contexts, generated 16300 transformations so far
[2025-09-10 14:40:10,928][__main__][INFO] - Processed 16400/87599 contexts, generated 16400 transformations so far
[2025-09-10 14:40:10,941][__main__][INFO] - Processed 16500/87599 contexts, generated 16500 transformations so far
[2025-09-10 14:40:10,954][__main__][INFO] - Processed 16600/87599 contexts, generated 16600 transformations so far
[2025-09-10 14:40:10,967][__main__][INFO] - Processed 16700/87599 contexts, generated 16700 transformations so far
[2025-09-10 14:40:10,979][__main__][INFO] - Processed 16800/87599 contexts, generated 16800 transformations so far
[2025-09-10 14:40:10,993][__main__][INFO] - Processed 16900/87599 contexts, generated 16900 transformations so far
[2025-09-10 14:40:11,005][__main__][INFO] - Processed 17000/87599 contexts, generated 17000 transformations so far
[2025-09-10 14:40:11,018][__main__][INFO] - Processed 17100/87599 contexts, generated 17100 transformations so far
[2025-09-10 14:40:11,031][__main__][INFO] - Processed 17200/87599 contexts, generated 17200 transformations so far
[2025-09-10 14:40:11,044][__main__][INFO] - Processed 17300/87599 contexts, generated 17300 transformations so far
[2025-09-10 14:40:11,056][__main__][INFO] - Processed 17400/87599 contexts, generated 17400 transformations so far
[2025-09-10 14:40:11,069][__main__][INFO] - Processed 17500/87599 contexts, generated 17500 transformations so far
[2025-09-10 14:40:11,082][__main__][INFO] - Processed 17600/87599 contexts, generated 17600 transformations so far
[2025-09-10 14:40:11,095][__main__][INFO] - Processed 17700/87599 contexts, generated 17700 transformations so far
[2025-09-10 14:40:11,108][__main__][INFO] - Processed 17800/87599 contexts, generated 17800 transformations so far
[2025-09-10 14:40:11,120][__main__][INFO] - Processed 17900/87599 contexts, generated 17900 transformations so far
[2025-09-10 14:40:11,133][__main__][INFO] - Processed 18000/87599 contexts, generated 18000 transformations so far
[2025-09-10 14:40:11,146][__main__][INFO] - Processed 18100/87599 contexts, generated 18100 transformations so far
