[2025-09-10 14:30:22,309][__main__][INFO] - Using transform name 'random_number_of_words_50_characters_10_spread' for output filename
[2025-09-10 14:30:22,309][__main__][INFO] - Loading dataset from data/squad/squad.csv
[2025-09-10 14:30:22,309][__main__][INFO] - Output will be saved to: data/squad/squad_augmented_random_number_of_words_50_characters_10_spread.csv
[2025-09-10 14:30:22,696][__main__][INFO] - Loaded dataset with 87599 rows and 9 columns
[2025-09-10 14:30:22,697][__main__][INFO] - Columns: ['id', 'title', 'context', 'question', 'answer', 'answer_start_char_idx', 'answer_end_char_idx', 'answer_start_word_idx', 'answer_end_word_idx']
[2025-09-10 14:30:22,697][__main__][INFO] - Instantiating transformer from configuration
[2025-09-10 14:30:22,699][__main__][INFO] - Created transformer: RandomSequenceTransformation
[2025-09-10 14:30:22,699][__main__][INFO] - Transforming 87599 rows in 'context' column
[2025-09-10 14:30:22,812][__main__][INFO] - Processed 100/87599 contexts, generated 1000 transformations so far
[2025-09-10 14:30:22,914][__main__][INFO] - Processed 200/87599 contexts, generated 2000 transformations so far
[2025-09-10 14:30:23,017][__main__][INFO] - Processed 300/87599 contexts, generated 3000 transformations so far
[2025-09-10 14:30:23,134][__main__][INFO] - Processed 400/87599 contexts, generated 4000 transformations so far
[2025-09-10 14:30:23,236][__main__][INFO] - Processed 500/87599 contexts, generated 5000 transformations so far
[2025-09-10 14:30:23,339][__main__][INFO] - Processed 600/87599 contexts, generated 6000 transformations so far
[2025-09-10 14:30:23,447][__main__][INFO] - Processed 700/87599 contexts, generated 7000 transformations so far
[2025-09-10 14:30:23,547][__main__][INFO] - Processed 800/87599 contexts, generated 8000 transformations so far
[2025-09-10 14:30:23,647][__main__][INFO] - Processed 900/87599 contexts, generated 9000 transformations so far
[2025-09-10 14:30:23,772][__main__][INFO] - Processed 1000/87599 contexts, generated 10000 transformations so far
[2025-09-10 14:30:23,872][__main__][INFO] - Processed 1100/87599 contexts, generated 11000 transformations so far
[2025-09-10 14:30:23,973][__main__][INFO] - Processed 1200/87599 contexts, generated 12000 transformations so far
[2025-09-10 14:30:24,074][__main__][INFO] - Processed 1300/87599 contexts, generated 13000 transformations so far
[2025-09-10 14:30:24,173][__main__][INFO] - Processed 1400/87599 contexts, generated 14000 transformations so far
[2025-09-10 14:30:24,272][__main__][INFO] - Processed 1500/87599 contexts, generated 15000 transformations so far
[2025-09-10 14:30:24,371][__main__][INFO] - Processed 1600/87599 contexts, generated 16000 transformations so far
[2025-09-10 14:30:24,497][__main__][INFO] - Processed 1700/87599 contexts, generated 17000 transformations so far
[2025-09-10 14:30:24,596][__main__][INFO] - Processed 1800/87599 contexts, generated 18000 transformations so far
[2025-09-10 14:30:24,696][__main__][INFO] - Processed 1900/87599 contexts, generated 19000 transformations so far
[2025-09-10 14:30:24,795][__main__][INFO] - Processed 2000/87599 contexts, generated 20000 transformations so far
[2025-09-10 14:30:24,894][__main__][INFO] - Processed 2100/87599 contexts, generated 21000 transformations so far
[2025-09-10 14:30:24,992][__main__][INFO] - Processed 2200/87599 contexts, generated 22000 transformations so far
[2025-09-10 14:30:25,091][__main__][INFO] - Processed 2300/87599 contexts, generated 23000 transformations so far
[2025-09-10 14:30:25,221][__main__][INFO] - Processed 2400/87599 contexts, generated 24000 transformations so far
[2025-09-10 14:30:25,320][__main__][INFO] - Processed 2500/87599 contexts, generated 25000 transformations so far
[2025-09-10 14:30:25,419][__main__][INFO] - Processed 2600/87599 contexts, generated 26000 transformations so far
[2025-09-10 14:30:25,518][__main__][INFO] - Processed 2700/87599 contexts, generated 27000 transformations so far
[2025-09-10 14:30:25,618][__main__][INFO] - Processed 2800/87599 contexts, generated 28000 transformations so far
[2025-09-10 14:30:25,720][__main__][INFO] - Processed 2900/87599 contexts, generated 29000 transformations so far
[2025-09-10 14:30:25,819][__main__][INFO] - Processed 3000/87599 contexts, generated 30000 transformations so far
[2025-09-10 14:30:25,948][__main__][INFO] - Processed 3100/87599 contexts, generated 31000 transformations so far
[2025-09-10 14:30:26,045][__main__][INFO] - Processed 3200/87599 contexts, generated 32000 transformations so far
[2025-09-10 14:30:26,160][__main__][INFO] - Processed 3300/87599 contexts, generated 33000 transformations so far
[2025-09-10 14:30:26,279][__main__][INFO] - Processed 3400/87599 contexts, generated 34000 transformations so far
[2025-09-10 14:30:26,377][__main__][INFO] - Processed 3500/87599 contexts, generated 35000 transformations so far
[2025-09-10 14:30:26,475][__main__][INFO] - Processed 3600/87599 contexts, generated 36000 transformations so far
[2025-09-10 14:30:26,573][__main__][INFO] - Processed 3700/87599 contexts, generated 37000 transformations so far
[2025-09-10 14:30:26,672][__main__][INFO] - Processed 3800/87599 contexts, generated 38000 transformations so far
[2025-09-10 14:30:26,771][__main__][INFO] - Processed 3900/87599 contexts, generated 39000 transformations so far
[2025-09-10 14:30:26,870][__main__][INFO] - Processed 4000/87599 contexts, generated 40000 transformations so far
[2025-09-10 14:30:27,022][__main__][INFO] - Processed 4100/87599 contexts, generated 41000 transformations so far
[2025-09-10 14:30:27,120][__main__][INFO] - Processed 4200/87599 contexts, generated 42000 transformations so far
[2025-09-10 14:30:27,219][__main__][INFO] - Processed 4300/87599 contexts, generated 43000 transformations so far
[2025-09-10 14:30:27,316][__main__][INFO] - Processed 4400/87599 contexts, generated 44000 transformations so far
[2025-09-10 14:30:27,413][__main__][INFO] - Processed 4500/87599 contexts, generated 45000 transformations so far
[2025-09-10 14:30:27,511][__main__][INFO] - Processed 4600/87599 contexts, generated 46000 transformations so far
[2025-09-10 14:30:27,610][__main__][INFO] - Processed 4700/87599 contexts, generated 47000 transformations so far
[2025-09-10 14:30:27,709][__main__][INFO] - Processed 4800/87599 contexts, generated 48000 transformations so far
[2025-09-10 14:30:27,806][__main__][INFO] - Processed 4900/87599 contexts, generated 49000 transformations so far
[2025-09-10 14:30:27,903][__main__][INFO] - Processed 5000/87599 contexts, generated 50000 transformations so far
[2025-09-10 14:30:28,001][__main__][INFO] - Processed 5100/87599 contexts, generated 51000 transformations so far
[2025-09-10 14:30:28,097][__main__][INFO] - Processed 5200/87599 contexts, generated 52000 transformations so far
[2025-09-10 14:30:28,248][__main__][INFO] - Processed 5300/87599 contexts, generated 53000 transformations so far
[2025-09-10 14:30:28,344][__main__][INFO] - Processed 5400/87599 contexts, generated 54000 transformations so far
[2025-09-10 14:30:28,442][__main__][INFO] - Processed 5500/87599 contexts, generated 55000 transformations so far
[2025-09-10 14:30:28,538][__main__][INFO] - Processed 5600/87599 contexts, generated 56000 transformations so far
[2025-09-10 14:30:28,636][__main__][INFO] - Processed 5700/87599 contexts, generated 57000 transformations so far
[2025-09-10 14:30:28,733][__main__][INFO] - Processed 5800/87599 contexts, generated 58000 transformations so far
[2025-09-10 14:30:28,830][__main__][INFO] - Processed 5900/87599 contexts, generated 59000 transformations so far
[2025-09-10 14:30:28,930][__main__][INFO] - Processed 6000/87599 contexts, generated 60000 transformations so far
[2025-09-10 14:30:29,031][__main__][INFO] - Processed 6100/87599 contexts, generated 61000 transformations so far
